-0.1177	-10.2774	-1.0199	10	256
-0.1177	-10.1989	-0.9807	20	3000
-0.1569	-10.4735	-0.9022	30	3063
-0.1961	-10.1989	-0.9807	40	3079
0	-10.3558	-0.9807	50	3084
-0.1569	-10.2381	-0.9414	60	3086
-0.1177	-10.2774	-0.9022	70	3083
-0.1961	-10.2774	-0.9414	80	3083
-0.1569	-10.2381	-0.9022	90	3085
-0.1177	-10.2774	-0.9807	100	3084
-0.1569	-10.2774	-0.9807	110	3085
-0.1177	-10.2774	-0.9414	120	3077
-0.1177	-10.2381	-0.9414	130	3083
-0.0785	-10.0812	-1.1376	140	3085
-0.1177	-10.3166	-0.9414	150	3086
-0.1569	-10.3558	-0.9414	160	3086
-0.1569	-10.2774	-0.9807	170	3086
-0.1569	-10.1989	-0.9022	180	3087
-0.1177	-10.2774	-0.9414	190	3085
-0.0785	-10.2381	-0.863	200	3085
-0.1569	-10.2381	-0.9414	210	3085
-0.1569	-10.2774	-0.9414	220	3085
-0.1177	-10.2381	-0.9414	230	3088
-0.1177	-10.2774	-1.0199	240	3084
-0.1961	-10.2381	-0.9807	250	3086
-0.0785	-10.2774	-1.0591	260	3084
-0.0785	-10.2381	-1.0591	270	3086
-0.0392	-10.1205	-0.863	280	3084
-0.0785	-10.2381	-0.9807	290	3085
-0.0785	-10.2774	-0.9414	300	3086
-0.1569	-10.3166	-0.863	310	3086
-0.1569	-10.1989	-0.9807	320	3086
-0.0785	-10.2774	-0.863	330	3086
-0.1569	-10.2774	-0.9807	340	3086
-0.1569	-10.2381	-0.9022	350	3086
-0.1961	-10.2381	-0.9807	360	3085
-0.2746	-10.042	-1.0983	370	3085
-0.1177	-10.2381	-0.9807	380	3086
-0.1177	-10.1989	-0.9022	390	3085
-0.1177	-10.2381	-1.0199	400	3085
-0.1961	-10.2774	-0.9414	410	3086
-0.1177	-10.2774	-0.9022	420	3086
-0.0785	-10.2774	-0.9414	430	3088
-0.1961	-10.1989	-0.9022	440	3085
-0.1569	-10.2774	-0.9414	450	3085
-0.0392	-10.0812	-0.9022	460	3085
-0.1569	-10.2381	-1.0591	470	3086
-0.1177	-10.2774	-1.0199	480	3086
-0.1569	-10.2774	-0.9807	490	3085
-0.1177	-10.3166	-0.9807	500	3084
-0.1177	-10.2774	-0.9414	510	3080
-0.0785	-10.2774	-0.9414	520	3083
-0.0785	-10.2774	-0.9414	530	3083
-0.1569	-10.2381	-0.9414	540	3083
-0.0785	-10.2381	-0.9022	550	3085
-0.1177	-10.1989	-0.863	560	3086
-0.1177	-10.4343	-0.9022	570	3086
-0.1177	-10.1989	-0.9414	580	3086
-0.0785	-10.2774	-0.9022	590	3086
-0.1177	-10.3166	-0.863	600	3086
-0.1177	-10.2381	-0.9414	610	3086
-0.1177	-10.2381	-0.9807	620	3086
-0.1177	-10.2381	-1.0199	630	3087
-0.1177	-10.2774	-1.0591	640	3084
-0.1177	-10.2381	-0.863	650	3085
0	-10.1205	-0.8238	660	3085
-0.1569	-10.2381	-0.9414	670	3088
-0.1177	-10.3166	-0.9022	680	3088
-0.1569	-10.2774	-0.9807	690	3086
-0.1961	-10.1989	-0.9807	700	3085
-0.1177	-10.2774	-0.9807	710	3086
-0.0785	-10.2774	-0.9414	720	3086
-0.1177	-10.2381	-0.9807	730	3085
-0.0785	-10.1989	-0.9807	740	3086
-0.1177	-10.3166	-1.1376	750	3086
-0.1177	-10.1989	-0.9807	760	3086
0	-10.2774	-0.9807	770	3086
-0.1569	-10.1597	-0.9022	780	3087
-0.1569	-10.2381	-0.9414	790	3086
-0.1569	-10.2774	-0.9807	800	3083
-0.1569	-10.1989	-0.9022	810	3048
-0.1177	-10.2774	-0.9414	820	3081
-0.1961	-10.3558	-0.9022	830	3086
0	-10.2381	-0.9022	840	3083
-0.1177	-10.2381	-1.0199	850	3081
-0.1961	-10.2381	-0.9022	860	3083
-0.1569	-10.2774	-0.9807	870	3085
-0.1177	-10.3166	-0.9414	880	3085
-0.2354	-10.1989	-0.9807	890	3084
-0.1177	-10.1989	-0.9414	900	3086
-0.1961	-10.2381	-1.0199	910	3085
-0.0785	-10.2774	-0.9414	920	3085
0.0785	-10.3166	-1.0983	930	3087
-0.0785	-10.2774	-0.9807	940	3085
-0.0785	-10.042	-0.863	950	3036
-0.1569	-10.1989	-0.9414	960	3080
-0.1961	-10.1989	-0.9807	970	3084
-0.1177	-10.3166	-0.863	980	3085
-0.1569	-10.2381	-1.0199	990	3088
-0.0785	-10.2381	-0.9414	1000	3090
-0.1177	-10.2381	-0.9807	1010	3088
0.0392	-10.2774	-0.863	1020	3087
-0.1569	-10.2381	-0.9414	1030	3084
-0.2354	-10.3558	-1.0199	1040	3083
-0.1569	-10.2774	-0.9414	1050	3085
-0.1569	-10.2381	-0.9414	1060	3083
-0.1569	-10.1989	-0.9414	1070	3085
-0.0785	-10.2381	-0.9414	1080	3086
-0.1569	-10.2774	-0.9414	1090	3077
-0.1569	-10.2381	-1.0199	1100	3085
-0.1177	-10.1597	-0.9414	1110	3086
-0.1569	-10.2774	-1.0199	1120	3086
-0.0785	-10.2381	-0.9807	1130	3085
-0.0785	-10.2774	-0.9022	1140	3085
-0.1177	-10.2381	-1.0591	1150	3085
-0.1569	-10.2381	-0.9807	1160	3085
-0.1177	-10.2381	-0.9022	1170	3085
-0.1569	-10.2774	-0.7845	1180	3072
-0.0785	-10.2381	-1.0591	1190	3083
-0.1569	-10.2774	-1.0591	1200	3085
-0.0785	-10.2381	-0.9022	1210	3085
-0.0392	-10.1989	-0.9414	1220	3086
-0.1569	-10.2381	-0.9022	1230	3086
-0.0392	-10.2774	-1.0591	1240	3085
-0.0785	-10.2381	-0.6276	1250	3085
-0.1569	-10.2381	-0.9022	1260	3085
-0.1569	-10.5127	-0.8238	1270	3085
-0.2354	-10.1989	-1.0591	1280	3073
-0.1569	-10.1989	-0.9414	1290	3079
-0.0785	-10.2381	-1.0199	1300	3081
-0.1569	-10.2381	-0.863	1310	3083
-0.0785	-10.3166	-1.0983	1320	3081
-0.0392	-10.2774	-1.0199	1330	3084
-0.2354	-10.1989	-1.0983	1340	3084
-0.2354	-10.2774	-0.9807	1350	3085
0.0392	-10.042	-1.0591	1360	3084
-0.1177	-10.2381	-0.8238	1370	3085
-0.0785	-10.4343	-0.9414	1380	3085
-0.1569	-10.1989	-0.863	1390	3084
-0.1177	-10.2774	-0.9414	1400	3085
-0.1569	-10.2774	-1.0199	1410	3086
-0.1569	-10.2381	-0.9414	1420	3085
-0.1569	-10.2381	-0.9807	1430	3086
-0.1569	-10.1989	-0.9022	1440	3084
-0.3138	-10.3166	-1.0199	1450	3084
-0.0785	-10.2774	-0.9807	1460	3085
-0.2354	-10.2381	-0.9807	1470	3086
-0.1569	-10.2774	-0.863	1480	3086
-0.2354	-10.2381	-0.9414	1490	3086
-0.0785	-10.2774	-0.9414	1500	3085
-0.1177	-10.3166	-1.0199	1510	3082
-0.0785	-10.2774	-0.9022	1520	3084
-0.1177	-10.2774	-0.9807	1530	3085
0.0392	-10.2774	-0.9414	1540	3086
-0.1177	-10.2381	-0.863	1550	3086
-0.0392	-10.1989	-1.0199	1560	3086
-0.1177	-10.1989	-0.9414	1570	3085
-0.2354	-10.2774	-1.0199	1580	3083
-0.1569	-10.2774	-0.9022	1590	3085
-0.1177	-10.2381	-0.9414	1600	3086
-0.1177	-10.2774	-1.0199	1610	3084
-0.1177	-10.2381	-0.9807	1620	3086
-0.1961	-10.1205	-0.9022	1630	3088
-0.1177	-10.1989	-0.9414	1640	3085
-0.1961	-10.4735	-0.863	1650	3085
-0.1177	-10.2381	-1.0591	1660	3086
-0.1177	-10.2381	-0.863	1670	3085
-0.1177	-10.2381	-0.9414	1680	3088
-0.0785	-10.2774	-0.9807	1690	3085
-0.0392	-10.1989	-0.9807	1700	3086
-0.1177	-10.3166	-0.9022	1710	3086
-0.3138	-10.1597	-0.9807	1720	3086
-0.1177	-10.1989	-0.9022	1730	3086
-0.0785	-10.2774	-1.0591	1740	3086
-0.1569	-10.1989	-0.9414	1750	3086
-0.0785	-10.2381	-0.863	1760	3086
-0.1177	-10.2381	-0.9414	1770	3086
-0.1961	-10.2774	-0.9807	1780	3086
-0.1961	-10.2774	-0.9022	1790	3086
-0.1961	-10.2381	-0.863	1800	3086
-0.1177	-10.2774	-0.9807	1810	3052
-0.1569	-10.1989	-0.9022	1820	3082
-0.1569	-10.1989	-0.863	1830	3086
-0.0785	-10.2774	-0.9414	1840	3081
-0.1177	-10.2774	-1.1376	1850	3080
-0.0785	-10.3558	-1.0199	1860	3084
-0.0785	-10.2381	-0.9022	1870	3084
-0.0785	-10.1989	-0.9807	1880	3085
-0.1569	-10.1989	-0.9807	1890	3047
-0.1177	-10.2774	-0.9807	1900	3080
-0.1177	-10.2381	-1.0199	1910	3084
-0.1569	-10.3558	-1.2553	1920	3084
-0.0392	-10.1989	-1.0199	1930	3087
-0.0392	-10.1205	-0.8238	1940	3085
-0.1569	-10.2381	-0.863	1950	3085
-0.2354	-10.1989	-0.9022	1960	3085
-0.1569	-10.1989	-0.9022	1970	3085
-0.2354	-10.2381	-0.9807	1980	3085
